#LOGO,PROJECT,block_name,scenario,Intel_project,run_type,cores_ref,cores_test,mem_ref,mem_test,scratch,rundir,serial/para,is_stp?,stp_env,stp_ward,DT_area
INTEL,m1706,vinfraucenter,func_nom_TT_100_tttt,ppintel,R2R,4.0,4.0,20.0,20.0,10.0,/remote/pv/projects/users/bera/iQRM_project-20230606/m1706/iQRM_testing/all_designs/vinfraucenter,PARA,True,/global/pv_intel_design/m1706/Data_Transfer/iQRM_DONOT_DELETE/iQRM_testcases/gnrc_manasa_intel_march_17_23/manasa_20230314_092532232_stp_1678780390_V_3.7_unpacked/root/../others/env.csh,/global/pv_intel_design/m1706/Data_Transfer/iQRM_DONOT_DELETE/iQRM_testcases/gnrc_manasa_intel_march_17_23/manasa_20230314_092532232_stp_1678780390_V_3.7_unpacked/root//nfs/site/disks/dcsg_1379/manasabn/iQRM/vinfraucenter_exp_1,/global/gts_ap/india4/snataraj/iQRM/DT
INTEL,m1706,vinfraucenter,func_nom_TT_100_tttt,ppintel,R2R_TBC,4.0,4.0,20.0,20.0,10.0,/remote/pv/projects/users/bera/iQRM_project-20230606/m1706/iQRM_testing/all_designs/vinfraucenter,PARA,True,/global/pv_intel_design/m1706/Data_Transfer/iQRM_DONOT_DELETE/iQRM_testcases/gnrc_manasa_intel_march_17_23/manasa_20230314_092532232_stp_1678780390_V_3.7_unpacked/root/../others/env.csh,/global/pv_intel_design/m1706/Data_Transfer/iQRM_DONOT_DELETE/iQRM_testcases/gnrc_manasa_intel_march_17_23/manasa_20230314_092532232_stp_1678780390_V_3.7_unpacked/root//nfs/site/disks/dcsg_1379/manasabn/iQRM/vinfraucenter_exp_1,/global/gts_ap/india4/snataraj/iQRM/DT
INTEL,m1706,indutest,func_nom_TT_100_tttt,ppintel,R2R,4.0,4.0,20.0,20.0,10.0,/remote/pv/projects/users/bera/iQRM_project-20230606/m1706/iQRM_testing/all_designs/vinfraucenter,PARA,True,/global/pv_intel_design/m1706/Data_Transfer/iQRM_DONOT_DELETE/iQRM_testcases/gnrc_manasa_intel_march_17_23/manasa_20230314_092532232_stp_1678780390_V_3.7_unpacked/root/../others/env.csh,/global/pv_intel_design/m1706/Data_Transfer/iQRM_DONOT_DELETE/iQRM_testcases/gnrc_manasa_intel_march_17_23/manasa_20230314_092532232_stp_1678780390_V_3.7_unpacked/root//nfs/site/disks/dcsg_1379/manasabn/iQRM/vinfraucenter_exp_1,/global/gts_ap/india4/snataraj/iQRM/DT
INTEL,m1913,par_msid,func_max_nom_TT_100_tttt,ppintel,R2R,4.0,4.0,50.0,50.0,10.0,/remote/pv/projects/users/bera/iQRM_project-20230606/m1913/iQRM_testing/all_designs/par_msid,PARA,True,/global/berry_gts/m1913/iQRM_DONOT_DELETE/iQRM_testcases/ramesh1_lnc_1278.2_jan_16_23/nairrn_20230113_113452429_stp_1670267305_V_3.7_unpacked/root/../others/env.csh,/global/berry_gts/m1913/iQRM_DONOT_DELETE/iQRM_testcases/ramesh1_lnc_1278.2_jan_16_23/nairrn_20230113_113452429_stp_1670267305_V_3.7_unpacked/root//nfs/site/disks/cccad_regression_017/lnc_sd/par_msid_SNPS,/global/gts_ap/india4/snataraj/iQRM/DT
INTEL,m1913,par_msid,func_max_nom_TT_100_tttt,ppintel,R2R_TBC,4.0,4.0,50.0,50.0,10.0,/remote/pv/projects/users/bera/iQRM_project-20230606/m1913/iQRM_testing/all_designs/par_msid,PARA,True,/global/berry_gts/m1913/iQRM_DONOT_DELETE/iQRM_testcases/ramesh1_lnc_1278.2_jan_16_23/nairrn_20230113_113452429_stp_1670267305_V_3.7_unpacked/root/../others/env.csh,/global/berry_gts/m1913/iQRM_DONOT_DELETE/iQRM_testcases/ramesh1_lnc_1278.2_jan_16_23/nairrn_20230113_113452429_stp_1670267305_V_3.7_unpacked/root//nfs/site/disks/cccad_regression_017/lnc_sd/par_msid_SNPS,/global/gts_ap/india4/snataraj/iQRM/DT
INTEL,m1913,par_msid,func_indu_test,ppintel,R2R,4.0,4.0,50.0,50.0,10.0,/remote/pv/projects/users/bera/iQRM_project-20230606/m1913/iQRM_testing/all_designs/par_msid,PARA,True,/global/berry_gts/m1913/iQRM_DONOT_DELETE/iQRM_testcases/ramesh1_lnc_1278.2_jan_16_23/nairrn_20230113_113452429_stp_1670267305_V_3.7_unpacked/root/../others/env.csh,/global/berry_gts/m1913/iQRM_DONOT_DELETE/iQRM_testcases/ramesh1_lnc_1278.2_jan_16_23/nairrn_20230113_113452429_stp_1670267305_V_3.7_unpacked/root//nfs/site/disks/cccad_regression_017/lnc_sd/par_msid_SNPS,/global/gts_ap/india4/snataraj/iQRM/DT
INTEL,m1913,par_msid,func_indu_test,ppintel,R2R_TBC,4.0,4.0,50.0,50.0,10.0,/remote/pv/projects/users/bera/iQRM_project-20230606/m1913/iQRM_testing/all_designs/par_msid,PARA,True,/global/berry_gts/m1913/iQRM_DONOT_DELETE/iQRM_testcases/ramesh1_lnc_1278.2_jan_16_23/nairrn_20230113_113452429_stp_1670267305_V_3.7_unpacked/root/../others/env.csh,/global/berry_gts/m1913/iQRM_DONOT_DELETE/iQRM_testcases/ramesh1_lnc_1278.2_jan_16_23/nairrn_20230113_113452429_stp_1670267305_V_3.7_unpacked/root//nfs/site/disks/cccad_regression_017/lnc_sd/par_msid_SNPS,/global/gts_ap/india4/snataraj/iQRM/DT
,,,,,,,,,,,,,,,,
QCOMM,TCV_HM,tcv_hm,func_0_465v_0_645v_tt_0c_cw_ccw_ptsi_pocv,TCV_HM,R2R,4.0,4.0,20.0,20.0,10.0,/global/qcom_regression/bera/iQRM_testing/TCV_HM,PARA,True,/global/qcom_regression/TCV_HM/stp_1698957645_V_3.8_unpacked/root/../others/env.csh,/global/qcom_regression/TCV_HM/stp_1698957645_V_3.8_unpacked/root//prj/qct/chips/pd_regression_sta6_scratch/c_vkarod/TCV_HM_FULL_TESTCASE,/global/qcom_regression/DT
QCOMM,TCV_HM,tcv_hm,func_0_465v_0_645v_tt_0c_cw_ccw_ptsi_pocv,TCV_HM,R2R_TBC,4.0,4.0,20.0,20.0,10.0,/global/qcom_regression/bera/iQRM_testing/TCV_HM,PARA,True,/global/qcom_regression/TCV_HM/stp_1698957645_V_3.8_unpacked/root/../others/env.csh,/global/qcom_regression/TCV_HM/stp_1698957645_V_3.8_unpacked/root//prj/qct/chips/pd_regression_sta6_scratch/c_vkarod/TCV_HM_FULL_TESTCASE,/global/qcom_regression/DT
ST,STELLAR,chip_top,ta_functional_ss28_0_80V_m0_90VS_0_90GS_m40C_SigCmax,STELLAR,R2R,4.0,4.0,20.0,20.0,10.0,/slowfs/pv_scratch50/Secure_Data_Run/generic/DEBUG/STQRM_RESULTS/STELLAR_RUNDIR/bera,PARA,False,,/slowfs/pv_scratch50/Secure_Data_Run/generic/DEBUG/STQRM_RESULTS/DT,
ST,ATHENA,top_athena,func_lp_sspg_BBGENx1_62V_TOPx0_81Vbias0_00V_PUx0_65Vbiasm0_70V_140C_sigrcmax,ATHENA,R2R,4.0,4.0,20.0,20.0,10.0,/slowfs/pv_scratch50/Secure_Data_Run/generic/DEBUG/STQRM_RESULTS/ATHENA_RUNDIR/bera,PARA,False,,/slowfs/pv_scratch50/Secure_Data_Run/generic/DEBUG/STQRM_RESULTS/DT,
INTEL,m1659,lcpll,functional_0p55-0p83-76dot4opt1_max_TT_100_tttt,IPG,ETM_FUNC,4.0,4.0,20.0,20.0,10.0,/remote/pv/projects/users/bera/iQRM_project-20230606/m1656/iQRM_testing/all_designs/lcpll,PARA,True,/global/pv_intel_design/m1659/Data_Transfer/iQRM_DONOT_DELETE/shivani_intel_ipg_etm/spatalbansi_20240129_210954940_stp_1706528022_V_3.7.1_unpacked/root/../others/env.csh,/global/pv_intel_design/m1659/Data_Transfer/iQRM_DONOT_DELETE/shivani_intel_ipg_etm/spatalbansi_20240129_210954940_stp_1706528022_V_3.7.1_unpacked/root//nfs/site/disks/ddi_regression_04/tshashan/iqrm_testcase/lcpll/runs/lcpll_g4_16g/1276.4/sta_pt/functional.0p55-0p83-76dot4opt1_max.TT_100.tttt/logs,/global/gts_ap/india4/snataraj/iQRM/DT
INTEL,m1659,lcpll,functional_0p55-0p83-76dot4opt1_max_TT_100_tttt,IPG,ETM_CHECKS,4.0,4.0,20.0,20.0,10.0,/remote/pv/projects/users/bera/iQRM_project-20230606/m1656/iQRM_testing/all_designs/lcpll,PARA,True,/global/pv_intel_design/m1659/Data_Transfer/iQRM_DONOT_DELETE/shivani_intel_ipg_etm/spatalbansi_20240129_210954940_stp_1706528022_V_3.7.1_unpacked/root/../others/env.csh,/global/pv_intel_design/m1659/Data_Transfer/iQRM_DONOT_DELETE/shivani_intel_ipg_etm/spatalbansi_20240129_210954940_stp_1706528022_V_3.7.1_unpacked/root//nfs/site/disks/ddi_regression_04/tshashan/iqrm_testcase/lcpll/runs/lcpll_g4_16g/1276.4/sta_pt/functional.0p55-0p83-76dot4opt1_max.TT_100.tttt/logs,/global/gts_ap/india4/snataraj/iQRM/DT
INTEL,m1659,lcpll,functional_0p55-0p83-76dot4opt1_max_TT_100_tttt,IPG,R2R,4.0,4.0,20.0,20.0,10.0,/remote/pv/projects/users/bera/iQRM_project-20230606/m1656/iQRM_testing/all_designs/lcpll,PARA,True,/global/pv_intel_design/m1659/Data_Transfer/iQRM_DONOT_DELETE/shivani_intel_ipg_etm/spatalbansi_20240129_210954940_stp_1706528022_V_3.7.1_unpacked/root/../others/env.csh,/global/pv_intel_design/m1659/Data_Transfer/iQRM_DONOT_DELETE/shivani_intel_ipg_etm/spatalbansi_20240129_210954940_stp_1706528022_V_3.7.1_unpacked/root//nfs/site/disks/ddi_regression_04/tshashan/iqrm_testcase/lcpll/runs/lcpll_g4_16g/1276.4/sta_pt/functional.0p55-0p83-76dot4opt1_max.TT_100.tttt/logs,/global/gts_ap/india4/snataraj/iQRM/DT
